questionId,currentQuestion,slug,category,subcategory,detectedIssue,severity,recommendedAction,rewriteSuggestion,priorityReason
"cmtlhy5h904cvff54clh5nx5y","How would you evaluate whether brand-messaging is working well?","how-would-you-evaluate-whether-brand-messaging-is-working-well","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether brand messaging is working well?",""
"cmtlhy5d104ctff54mvidkhn9","What common mistakes have you seen with brand-messaging? for a global team with distributed members","what-common-mistakes-have-you-seen-with-brand-messaging-for-a-global-team-with-distributed-members","Marketing","Marketing","near duplicate (QCA-01028); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy58h04crff54g9iylntx","How would you explain brand-messaging to a teammate who's new to it? when requirements are unclear","how-would-you-explain-brand-messaging-to-a-teammate-who-s-new-to-it-when-requirements-are-unclear","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain brand messaging to a teammate who's new to it? when requirements are unclear",""
"cmtlhy54504cpff5429435x7e","What's your process for brand-messaging in a production system? with a focus on accessibility","what-s-your-process-for-brand-messaging-in-a-production-system-with-a-focus-on-accessibility","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for brand messaging in a production system? with a focus on accessibility",""
"cmtlhy50304cnff54f94sv4a4","How do you decide when brand-messaging is the right call?","how-do-you-decide-when-brand-messaging-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when brand messaging is the right call?",""
"cmtlhy4vz04clff54iyfz9g04","What trade-offs matter most when dealing with brand-messaging? for a high-risk release","what-trade-offs-matter-most-when-dealing-with-brand-messaging-for-a-high-risk-release","Marketing","Marketing","near duplicate (QCA-01480); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy4rm04cjff54qpai6yzn","Walk me through your strategy for brand-messaging.","walk-me-through-your-strategy-for-brand-messaging","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for brand messaging.",""
"cmtlhy4n404chff54mt4gj9st","How would you approach brand-messaging?","how-would-you-approach-brand-messaging","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle brand messaging in a real project?",""
"cmtlhy4iz04cfff54ivmtz3i5","What would you prioritize when social-media? while mentoring a junior teammate","what-would-you-prioritize-when-social-media-while-mentoring-a-junior-teammate","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when social media? while mentoring a junior teammate",""
"cmtlhy4eu04cdff54f41ma6ky","Talk me through how you'd handle social-media. with a focus on accessibility","talk-me-through-how-you-d-handle-social-media-with-a-focus-on-accessibility","Marketing","Marketing","near duplicate (QCA-00695); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy4ad04cbff540ggz1hdl","How would you design a solution for social-media? for a high-risk release","how-would-you-design-a-solution-for-social-media-for-a-high-risk-release","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for social media? for a high risk release",""
"cmtlhy46404c9ff54n8pk2bam","What's your approach to handling social-media?","what-s-your-approach-to-handling-social-media","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling social media?",""
"cmtlhy41m04c7ff54cyydi7dx","How would you evaluate whether social-media is working well?","how-would-you-evaluate-whether-social-media-is-working-well","Marketing","Marketing","near duplicate (QCA-00156); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy3xg04c5ff54z7zbdal4","What common mistakes have you seen with social-media?","what-common-mistakes-have-you-seen-with-social-media","Marketing","Marketing","near duplicate (QCA-00949); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy3tc04c3ff541bezoe3l","How would you explain social-media to a teammate who's new to it? when requirements are unclear","how-would-you-explain-social-media-to-a-teammate-who-s-new-to-it-when-requirements-are-unclear","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain social media to a teammate who's new to it? when requirements are unclear",""
"cmtlhy3p704c1ff54hx7cxtdu","What's your process for social-media in a production system?","what-s-your-process-for-social-media-in-a-production-system","Marketing","Marketing","near duplicate (QCA-01137); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy3kz04bzff54xu40tndn","How do you decide when social-media is the right call?","how-do-you-decide-when-social-media-is-the-right-call","Marketing","Marketing","near duplicate (QCA-01163); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy3gr04bxff544k9cc2n2","What trade-offs matter most when dealing with social-media? for a global team with distributed members","what-trade-offs-matter-most-when-dealing-with-social-media-for-a-global-team-with-distributed-members","Marketing","Marketing","near duplicate (QCA-01450); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy3cj04bvff54ov5f49se","Walk me through your strategy for social-media. for a global team with distributed members","walk-me-through-your-strategy-for-social-media-for-a-global-team-with-distributed-members","Marketing","Marketing","near duplicate (QCA-00627); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy38g04btff54vq8ts498","How would you approach social-media?","how-would-you-approach-social-media","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you handle social media in a real project?",""
"cmtlhy34a04brff546fw48c3f","What would you prioritize when email-marketing?","what-would-you-prioritize-when-email-marketing","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on email marketing?",""
"cmtlhy30004bpff5401bwdmui","Talk me through how you'd handle email-marketing.","talk-me-through-how-you-d-handle-email-marketing","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle email marketing. in a real situation?",""
"cmtlhy2vs04bnff54jo4qaimz","How would you design a solution for email-marketing?","how-would-you-design-a-solution-for-email-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for email marketing?",""
"cmtlhy2rp04blff54jg8v8uo7","What's your approach to handling email-marketing? with strict security and compliance requirements","what-s-your-approach-to-handling-email-marketing-with-strict-security-and-compliance-requirements","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling email marketing? with strict security and compliance requirements",""
"cmtlhy2ng04bjff54t8v6zgnq","How would you evaluate whether email-marketing is working well?","how-would-you-evaluate-whether-email-marketing-is-working-well","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether email marketing is working well?",""
"cmtlhy2hz04bhff544bsmbzao","What common mistakes have you seen with email-marketing?","what-common-mistakes-have-you-seen-with-email-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with email marketing?",""
"cmtlhy2dt04bfff54wbgucbsg","How would you explain email-marketing to a teammate who's new to it?","how-would-you-explain-email-marketing-to-a-teammate-who-s-new-to-it","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain email marketing to a teammate who's new to it?",""
"cmtlhy29p04bdff543a6bjyd8","What's your process for email-marketing in a production system?","what-s-your-process-for-email-marketing-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for email marketing in a production system?",""
"cmtlhy25l04bbff54m2uwrj3c","How do you decide when email-marketing is the right call? for a global team with distributed members","how-do-you-decide-when-email-marketing-is-the-right-call-for-a-global-team-with-distributed-members","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when email marketing is the right call? for a global team with distributed members",""
"cmtlhy21i04b9ff54oxsrw2yk","What trade-offs matter most when dealing with email-marketing?","what-trade-offs-matter-most-when-dealing-with-email-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with email marketing?",""
"cmtlhy1xe04b7ff54k1iq1jih","Walk me through your strategy for email-marketing.","walk-me-through-your-strategy-for-email-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for email marketing.",""
"cmtlhy1sz04b5ff54crfirmav","How would you approach email-marketing?","how-would-you-approach-email-marketing","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle email marketing in a real project?",""
"cmtlhy1ou04b3ff54wxk0n51b","What would you prioritize when paid-ads? for a high-risk release","what-would-you-prioritize-when-paid-ads-for-a-high-risk-release","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when paid ads? for a high risk release",""
"cmtlhy1kr04b1ff54t56iz6fg","Talk me through how you'd handle paid-ads.","talk-me-through-how-you-d-handle-paid-ads","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle paid ads. in a real situation?",""
"cmtlhy1gm04azff54acziyiqe","How would you design a solution for paid-ads? for a global team with distributed members","how-would-you-design-a-solution-for-paid-ads-for-a-global-team-with-distributed-members","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for paid ads? for a global team with distributed members",""
"cmtlhy1ch04axff543yzlzkz3","What's your approach to handling paid-ads?","what-s-your-approach-to-handling-paid-ads","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling paid ads?",""
